,text,is_positive
2091,Driver less cars? Fuck that I don't want machines ruling the world FTW,0
2095,"Ì¢âÂÒ@SumitaDalmia: I'm sorry, but are ""driverless"" cars supposed to make me happy? Cars with drivers are already insane on the road...Ì¢âÂå",0
2096,"Dear @RahmEmanuel,   Really excited about these driverless firetrucks.   Can I ride in one?  -k http://t.co/s8CqMuwW03",1
2098,"Forget driverless cars, Toyota wants high tech to make drivers safer: A completely driverless vehicle is not the... http://t.co/EoGzOhXbyK",0
2101,Big news fr @gm on #6ThisMorning as #GMcares week drives off today + future plans for a driverless @Cadillac in 2016! #thefutureisnow #GM,1
2108,"Driverless Cars, Talking ATMs: Products Designed with #a11y can be good for Everyone -- http://t.co/poUIxrGAht | #voteTO #TOpoli",1
2109,Gotta love @KWAwesome a guy is pitching driverless cars as a solution to climate change #innovators rule the future,1
2110,"apple: ""we gonna put a credit card in ur phone!"" Google: ""been there done that, we r busy curing death and building driverless cars rn.""",1
2113,"People freaking out about auto-pilot &amp; driverless cars, because humans behind the wheel: TOTALLY SAFE.",1
2117,Driverless car can't avoid potholes or drive in rain. Another year without it Ì¡üã¢å,0
2119,"@mglenn On the topic of the person's question, I don't really see how driverless cars are part of the municipal transportation framework.",0
2120,He heard that driverless cars were coming and didn't want to miss his shot at cruising down theÌ¢âÂå_ http://t.co/kcLYa94Cgi,1
2121,@ForbesTech how about instead of #driverless car era we have the electric or #sustainable car era? The era of the end of fossil fuel #Tesla,0
2123,GM's Mary Barra: New 'Super Cruise' cars will be safer http://t.co/dZJ6qhZUar ready for driverless cars? Yes!,1
2124,Love reading about driverless cars/smart vehicles &amp; @IEEESpectrum has entire section w/ different takes on it here: http://t.co/R8sF5VB69q,1
2129,"@artwiz Driverless cars, less accidents, better traffic flow, adding hours each day to productivity or fun.",1
2142,Just passed a self driving google car on 101 by Mountain View. Feels like the future.,1
2143,@ChunkaMui Any research on the effects of the self-driving car on urbanization? Future economies depend on urbanization but I see conflict,0
2145,"Can't wait for cars to drive themselves! -networked car ""mandated in future vehicles"" #autonomousdriving via @gigaom http://t.co/nHVd9dF1an",1
2146,I am so blown away with @Audi with their automatic self parking car. Brilliant technology for the future. AMAZING!!!,1
2149,Now when I see a Google self driving car I say meh. Now when it can fly that'll be the future!,0
2150,"Ì¢âÂÒ@TPM: Toyota is testing self-driving car technology in Ann Arbor, Michigan: http://t.co/ZT9OeVHeÌ¢âÂå hell yes!! the future is now!",1
2151,If you ever had any doubt we live in the future: my car just parallel parked itself. Insanely cool technology.,1
2154,"apparently self driving cars are a thing of the future, wtf is the point of a self driving car in the first place smh",0
2156,Thank you Google for this!  #selfdriving #car #google #lexus #future #FlyingCarNext #coolsh** @Ì¢âÂå_ http://t.co/oyo3R1ysoF,1
2157,"In the future, I'd love to own a self-driving car, but I'm afraid I'd get insanely car sick every time I got inside.",1
2159,"All I really want is a self-driving car. ""Future of Tech predictions http://t.co/gpxBaoUu96 http://t.co/w5STBJlcCa via @pewinternet #LIS3267",1
2164,"The future is here! Saw a Google ""self driving car"" on the 101 today! http://t.co/1eMJIE0y",1
2165,"The future right there! ""New Google Self-Driving Car Ditches the Steering Wheel"" http://t.co/0uBbqVhASM",1
2166,Ì¢âÂÒ@CNET: Google's self-driving car is turning out to be a very smart ride: #mindblown #future http://t.co/WoUWtd4yf1 http://t.co/utNPXodpb7Ì¢âÂå,1
2167,"""I took a ride in Google's self-driving car"" http://t.co/slq43xXoZi Ì¢âÂÛ the future is here people.",1
2168,"YES YES YES YES ""a future in which people simply order a self-driving car when they need one."" http://t.co/FMixpTKf0r",1
2169,"Sergey Brin of @Google announces fully self-driving car at #codecon! No steering wheel, no brakes, nothing. #future",1
2173,The future is here. Google Self-Driving Car Project https://t.co/dNp0yJPp8U,1
2174,"Google's self-driving car isn't a car, it's the future http://t.co/L34UxmGzW1",1
2176,@pmarca Couldn't agree more! Had my first ride in a self driving car today. It's amazing. Definitely the future.,1
2177,We spotted a google car driving itself!  The future #Jabee #ewbanhtour @ Google Campus http://t.co/zdz5fIlAZB,1
2178,Self driving car! The future is here. @ Highway 280 http://t.co/mCR4L47EtM,1
2179,Yesterday I was on a ride with Google's self driving car - today in a @TeslaMotors Model S. Thanks to @elonmusk you can buy the future today,1
2180,Spotted in NY: a self driving car. Broken down. Holding up the ones with actual humans driving them. Welcome to the future peopleÌ¢âÂå_,0
2187,GM says self-driving car in CadillacÌ¢âÂã¢s future: A car that drives itself may not sound too exciting. Who doesnÌ¢âÂã¢t,0
2189,I went for a ride in Google's self driving car today - it blew my mind! the future is now o_o http://t.co/q63QxfPI,1
2192,"Saw Google's self driving car today. Freaky, the future is now! #Google #tech http://t.co/QN93LVrM",1
2193,crossed the street in front of a Google self driving car.   lived to tweet about it.  the future!,1
2194,"#GM making self driving #Car.. The future is coming :-) I can see it now.. I didnt hit you, my car did. LoL https://t.co/SN4sZKH8OL",0
2195,Saw a Google self-driving car on the way home. The future is closer than you think. #siliconvalley @Ì¢âÂå_ http://t.co/LNkraqvyBl,1
2196,I saw a Google self-driving car leaving McDonalds today. The future. http://t.co/cvjB0uP3rb,1
2199,Every single alleged future benefit of the self-driving car can be realized today Ì¢âÂÛ 100 fold Ì¢âÂÛ in any sensible public transit system.,0
2201,"If Google's self-driving car is the future, I don't want to be a part of it. #savethemanuals",0
2204,"With Google's self driving car and SpaceX's first manned spacecraft, I think it's safe to say the future is here.",1
2205,Woahhhhh a #Google self driving car just drove by. That was cool. #future,1
2206,I've seen the future of transportation! Just been on a ride with Google's self driving car. Epic!!! @seedcamp http://t.co/oHctCW1c8a,1
2207,@martinibot I generally do feel like we are already living in the future - but I also want a self driving car!,1
2209,#SUExecProgram @elonmusk I can't wait to upgrade my S model in 2016...self driving car is the future!,1
2211,New life goal. Be the person that drives a google car and takes pictures.,1
2213,The google car is weird lookin #justsayin,0
2219,I canÌ¢âÂã¢t be the only one who wants to ram the Google self-driving car every time I see it.,0
2226,1) I need a drink now. Fortunately I'm home &amp; have gin. 2) I want a self-driving Google car w radar &amp; laser pedestrian detection.,1
2227,"Google Car, thanks for my picture on Google Maps Street View right here: 1907 Jerome Avenue, Brooklyn, New York, United States.",1
2230,"""@CNET: Nissan has promised that it will have multiple, affordable self-driving car models by 2020 http://t.co/mS7b0LNr0D"" And GOOGLE does 2",1
2231,Just saw the google car!!!!! I'm way too excited about this,1
2236,This canÌ¢âÂã¢t happen soon enough.  Ì¢âÂÒ@daringfireball: Google Designing Its Own Self-Driving Car: http://t.co/CFfkFAuYMpÌ¢âÂå,1
2239,Google is reportedly designing its own self-driving car http://t.co/T0Qhquq1cf via @Appy_Geek love this more sleep on the way to work:D,1
2243,@kevinrose how long til google self driving car takes me bar hoping?,1
2246,i just saw the google car . omgeee,1
2255,Chilling by the Google car #google #streets @ Canadian Tire http://t.co/uBHz1GdLAM,1
2260,The google car we saw yesterday!!!!111!!one @Niggisarus_Rex @VivaLaCrew http://t.co/Sq1G1OwZ8C,1
2265,"Between Truvada, Naloxone and Google Cars we could substantially reduce AIDS, drug overdoses and car crashes. Dragging our feet costs lives.",1
2268,I might be the only person who starts #cheering in their car when they see a @google car :) #happiness #feelslikeChristmas,1
2269,Google car :-( http://t.co/LEJmM35oAn,0
2275,Saw a Google car driving itself!   So cool...way better then the Google Street view cars.,1
2276,Saw the google car. Pretty dope. #fb,1
2278,Riding around a @Google self-driving car! Ì¢âÂÒ@always_believin: @Mazy where do u see yourself in 10 years? :) #AskMazyÌ¢âÂå,1
2282,Look closely you will see the reflection of a google car !!!! Screen shot from google maps !!!!! @Ì¢âÂå_ http://t.co/Zg7HVvfGpn,1
2284,"Saw a google car today and mom was so excited we chased it down, lol. http://t.co/PpfLiD4Pd5",1
2287,Wow! Just learned I might be driving the google car around cedar for the street view! Holy crap! #excited,1
2291,@owillis You think people will be more comfortable with a plane flown by somebody on the ground than a Google self-driving car?,0
2292,"We saw a google car! @ Tiburon, CA http://t.co/Dtk2BJBx",1
2295,I was just passed by a google self driving car. :-),1
2297,A google car would be nice for days like this,1
2298,@petersagal @CraigyFerg Thank Google for the self-driving car.,1
2300,@ChunkaMui Just read your article on the Google car. Very insightful. Looking fwd to part 2.,1
2301,@barrier_trio i like to piss ppl off by comparing things like Google Car to robber barons throwing silver dollars from their office windows,0
2303,@jarredday Google should stick to electronics. I wouldnÌ¢âÂã¢t want a Google car.,0
2305,#google self driving car. Oh neat @ Starbucks http://t.co/bUsvC5FQ,1
2306,We just saw a self driving Google car!! So awesome!,1
2307,Just saw a Google self driving car drive byÌ¢âÂå_ pretty sweet!,1
2309,Today I was tailgated by a Tesla Model S and passed by a Google car that was driving itself. S. Valley driving is cooler than NY driving,1
2311,"If I had a @google self-driving car, I would be drunk all day, every day. #google #drinking #driving",1
2317,Yay Google self-driving car! http://t.co/IYVaCuuC,1
2318,Saw a Google self-driving car on 280 yesterday. It was not driving slowly in the fast lane; that's a major improvement over humans already.,1
2320,Saw the google self driving car while driving to work. The man held his hands up to me to show it really was driving itself #impressive,1
2321,OMG!!! best thing ever!! the Google car ran over a donkey  http://t.co/L5SEaHEq,0
2322,"The Google self-driving car! @ San Mateo, CA http://t.co/O9tQQFo4",1
2323,I wish I had a google self driving car right now. #sftraffic,1
2324,I hate this drive more every time I make it. I want my @Google self-driving car.,1
2325,"""Google car drives like a little old lady."" #BigDataCongress",0
2326,"Steva Mahan does some of the best driving(?) of his life on a Google Self-Driving car. Oh yeah, and heÌ¢âÂã¢s blind. http://t.co/Ai4GFLnQ!",1
2327,@NewSchoolBeer @martincizmar @Beervana A Google self-driving car is perfect for pistol duels.,1
2328,Just saw Google self driving car going 75+ mph on 280. Odd that algorithm allows speeding? Who gets the ticket?,0
2330,Video of the first user of @Google 's self driving car (lost 95% of his vision - well past legally blind) http://t.co/wk6qeQIF #amazing,1
2331,It's a beautiful day... TO DRIVE NEXT TO GOOGLE'S SELF-DRIVING CAR. #google #donttakepictureswhiledriving #yolo http://t.co/fQwX1akr,1
2333,Dear #google please tell your self driving car it should move out of the fast lane when faster traffic is behind it.,0
2336,"Internet worries that Google car hits, runs over, and flees from scene of donkey-car accident in Botswana  http://t.co/WnTKYPdn",0
2337,Drove past a Tesla garage right at the same time as a Google self-driving car. ThatÌ¢âÂã¢s SF for ya!,1
2346,Google Self-Driving car is also headed towards #wdayrising!  #futureisnow http://t.co/ySaeuUxZgU,1
2350,Omg just saw the google car lol,1
2357,@BrianSandoval first governor to allow testing of #Google self driving car on public streets. Thanks for moving technology forward #impact13,1
2359,Saw the google car at locksburg the other day. Thought it was cool. http://t.co/avO9NTzR9H,1
2360,sign me up for the google car,1
2361,Was driving next to the Google car # badass,1
2366,I'm behind a @google self-driving car on highway 5! Kinda enchanted by the whirring device mounted on the roof http://t.co/436tsNKioY,1
2368,The Google car! http://t.co/vZmdFm1XG4,1
2373,Google #Self-Driving Car in the background! http://t.co/IPoIRTWnKo,1
2380,Jammin' to Spice Girls with the google Car #SprangBrake http://t.co/VuWBfBL3YK,1
2384,I just saw my first Google Car!!!,1
2390,The Google car must be stopped.,0
2394,Saw a Google self-driving car in the wild today. Thoroughly freaked out.,0
2397,Just saw the google car on Sepulveda Blvd. Pretty cool.,1
